name,online_order,book_table,rate,votes,location,rest_type,cuisines,average cost for 2
Green Theory,Yes,Yes,4.2,2854,Residency Road,Cafe Casual Dining,Asian Cafe Desserts Food Healthy Italian Pizza Salad,800.0
Alchemy - The Chancery Pavilion,No,Yes,4.3,476,Residency Road,Casual Dining Microbrewery,Indian Modern,2000.0
Portland Steakhouse & Cafe,Yes,Yes,4.3,2047,MG Road,Casual Dining,American BBQ Burger Continental Italian Salad Steak,1500.0
1Q1,No,Yes,4.3,605,Infantry Road,Bar Casual Dining,Asian Chinese Japanese Korean Malaysian Thai Vietnamese,2500.0
Tandoor,Yes,Yes,3.9,1370,MG Road,Dining Fine,Indian North,2100.0
The Only Place,Yes,Yes,4.2,2930,Church Street,Casual Dining,American BBQ Continental Italian Salad Steak,1000.0
RockSalt,Yes,Yes,4.4,493,St. Marks Road,Bar Casual Dining,Indian Modern,1900.0
Mainland China,Yes,Yes,4.5,1418,Church Street,Bar Casual Dining,Chinese,1700.0
Harima,No,Yes,4.3,671,Residency Road,Casual Dining,Japanese,2000.0
Hae Kum Gang,No,Yes,4.5,1204,Brigade Road,Casual Dining,Chinese Japanese Korean,1100.0
Double Decker,No,Yes,4.3,2698,Brigade Road,Bar Casual Dining,Continental Indian North,1300.0
Meghana Foods,Yes,No,4.3,2151,Residency Road,Casual Dining,Andhra Biryani Indian North Seafood,600.0
Dindigul Thalappakatti,Yes,No,3.7,0,MG Road,Casual Dining,Biryani Chinese Indian Indian North South,800.0
Truffles,No,No,4.5,3589,St. Marks Road,Cafe,American Burger Cafe Steak,900.0
Sotally Tober,No,Yes,4.4,211,Residency Road,Bar Casual Dining,Asian Burger Chinese Finger Food,1200.0
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4.4,721,MG Road,Cafe Casual Dining,American Cafe Continental,1700.0
Mahesh Lunch Home,Yes,Yes,4.1,864,Residency Road,Casual Dining,Chinese Indian Mangalorean North Seafood,1400.0
Hoppipola,No,No,4.3,1720,Church Street,Lounge,Continental European Mediterranean,1300.0
The White Room - Coffee & Kitchen,No,Yes,4.1,1730,Church Street,Cafe,American Cafe Continental Desserts,1000.0
Matteo Coffea,No,No,4.4,2645,Church Street,Cafe,Cafe,600.0
Cubbon Pavilion - ITC Gardenia,No,Yes,4.3,688,Richmond Road,Dining Fine,Chinese Continental European Thai,2500.0
Sakae Japanese Restaurant,No,Yes,4.3,531,Shanti Nagar,Casual Dining,Japanese,1400.0
KC Das,Yes,No,3.9,376,MG Road,Bites Quick Shop Sweet,Food Mithai Street,200.0
Chianti,No,Yes,4.5,302,MG Road,Casual Dining,Italian,1500.0
Green Onion,No,No,4.3,1189,Residency Road,Casual Dining,Chinese,550.0
Empire Restaurant,Yes,No,4.4,2131,Brigade Road,Casual Dining,Chinese Indian Indian Mughlai North South,750.0
Bangalore Pub Exchange,No,Yes,4.2,221,MG Road,Casual Dining Pub,Continental Finger Food Indian North Pizza,1000.0
The Barn - Bar & Kitchen,No,Yes,4.2,254,Brigade Road,Pub,American Chinese Indian North,1500.0
Le Jardin - The Oberoi,No,No,4.3,696,MG Road,Dining Fine,European Indian Mediterranean North,3000.0
BBQ@52,No,Yes,3.8,51,MG Road,Casual Dining,BBQ Biryani Continental,1500.0
Bang - The Ritz-Carlton,No,Yes,4.2,477,Residency Road,Lounge,Finger Food,3000.0
Easy Tiger,No,No,4.3,2264,Church Street,Bar Casual Dining,Continental Finger Food,1100.0
Bheema's,Yes,No,4.0,785,Church Street,Casual Dining,Andhra,650.0
Capri Gastrobar,No,Yes,4.3,299,St. Marks Road,Bar Casual Dining,Asian Italian Mediterranean,1200.0
Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1,568,MG Road,Cafe Casual Dining,Cafe Continental Indian Indian Italian North Salad South,2500.0
Salvadores,No,Yes,4.4,193,MG Road,Dining Fine,Continental French Italian Mediterranean,2000.0
Samrat Restaurant,No,No,4.1,491,Race Course Road,Casual Dining,Indian Indian North South,600.0
The Open Box,Yes,Yes,4.2,2286,St. Marks Road,Bar Casual Dining,Asian European Indian Mediterranean North Salad,1400.0
Russh Gastropub,No,No,4.2,1330,Church Street,Pub,Burger Continental Italian,1100.0
Blue Ginger - The Taj West End,No,Yes,4.4,516,Race Course Road,Dining Fine,Vietnamese,3200.0
Smally's Resto Cafe,Yes,No,4.2,3569,Church Street,Cafe,American Burger Cafe Italian Steak,650.0
BLOW,Yes,Yes,4.3,968,Church Street,Cafe,American Burger Cafe Continental,750.0
The Konkan - Seafood Restaurant,Yes,Yes,4.4,219,St. Marks Road,Casual Dining,Konkan Mangalorean Seafood,850.0
ASEAN - On The Edge,Yes,Yes,4.5,871,MG Road,Casual Dining,Asian Thai,1800.0
RS Shiv Sagar,No,No,4.1,538,Commercial Street,Casual Dining,Chinese Indian Indian North South,500.0
Mynt - The Taj West End,No,Yes,4.1,342,Race Course Road,Dining Fine,Indian Italian Lebanese North,2500.0
20 Feet High,Yes,Yes,4.0,938,Church Street,Bar Casual Dining,American Continental Salad Steak,1000.0
Kitchen On Table,Yes,No,4.0,55,Brigade Road,Casual Dining,Asian Japanese Sushi,1500.0
Hotel Tom's Restaurant,Yes,Yes,4.4,719,Richmond Road,Casual Dining,Chinese Indian Mangalorean North Seafood,1000.0
Mahjong Room - WelcomHotel Bengaluru,No,Yes,4.4,127,Richmond Road,Casual Dining,Chinese,1200.0
The Market - The Ritz-Carlton,No,Yes,4.3,620,Residency Road,Dining Fine,European Indian North Thai,3400.0
WelcomCafe Jacaranda - WelcomHotel Bengaluru,No,No,4.0,53,Richmond Road,Dining Fine,Asian Continental Indian North,2000.0
Amber Rush Restobar,No,Yes,4.1,101,Residency Road,Pub,Chinese Continental Fast Food,1000.0
Anupam's Coast II Coast,Yes,Yes,4.2,856,Church Street,Casual Dining,Chinese Indian Mangalorean North Seafood,1400.0
Kebabs & Kurries - ITC Gardenia,No,Yes,4.3,361,Richmond Road,Dining Fine,Indian Mughlai North,3500.0
Cobaja,Yes,Yes,4.3,74,Brigade Road,Casual Dining,Bar Food Indian Konkan Mangalorean Seafood South,700.0
Laughing Llama Gastropub,Yes,Yes,4.2,404,Brigade Road,Bar Casual Dining,Continental Finger Food Pizza,1600.0
Plan B,No,No,4.2,2028,Shanti Nagar,Casual Dining Pub,American BBQ Finger Food Steak,1200.0
Japan Travel Cafe Azuki,No,No,4.3,72,Residency Road,Cafe,Cafe Japanese,400.0
Little Green Cafe,No,No,4.3,792,Church Street,Cafe Casual Dining,Beverages Cafe Continental Food Healthy Italian Salad Sandwich,900.0
Kobe Sizzlers,Yes,No,4.1,1131,Brigade Road,Casual Dining,American Continental Fast Food Steak,1500.0
Coconut Grove,No,Yes,3.9,684,Church Street,Bar Casual Dining,Chettinad Indian Kerala Seafood South,1200.0
Pashto,No,No,4.1,787,Residency Road,Casual Dining,Afghan Indian Mughlai North,800.0
Smaaash,No,Yes,4.2,546,MG Road,Casual Dining Pub,Chinese Indian North Pizza,1500.0
Season - Adarsh Hamilton,No,Yes,4.3,330,Richmond Road,Casual Dining,Chinese Continental Indian Indian North South,1200.0
Edo Restaurant & Bar - ITC Gardenia,No,Yes,4.3,237,Richmond Road,Dining Fine,Japanese,4000.0
Hamza,No,No,3.9,168,Shivajinagar,Casual Dining,Chinese Indian North,500.0
Roomali,No,Yes,4.0,178,Church Street,Casual Dining,Indian North,1300.0
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mor'ish,Yes,No,4.1,117,Richmond Road,Cafe,BBQ Burger Cafe Continental Pizza Wraps,700.0
Riwaz - The Ritz-Carlton,No,Yes,4.1,275,Residency Road,Bar Dining Fine,Indian North,4000.0
Masala Klub - The Taj West End,No,Yes,4.4,309,Race Course Road,Dining Fine,Indian Indian North South,4000.0
Kudla - Hotel Ramanashree,Yes,Yes,4.2,354,Richmond Road,Casual Dining,Andhra Chinese Indian South,1200.0
Panchavati Gaurav Thali,No,Yes,4.0,930,Brigade Road,Casual Dining,Gujarati Rajasthani,800.0
Oye Amritsar,Yes,Yes,4.1,456,Church Street,Casual Dining,Indian North,600.0
Pecos Classic,No,Yes,4.1,557,Brigade Road,Casual Dining Pub,Finger Food,1100.0
Guzzlers Inn,No,No,3.9,951,Brigade Road,Pub,Chinese Indian North,1100.0
Chin Lung Resto Bar,No,No,4.0,434,Residency Road,Bar,Chinese Fast Food Indian North,1000.0
Puran da Dhaba - The Pride Hotel,Yes,No,4.0,166,Richmond Road,Bar Casual Dining,Indian North,1700.0
Le Rock,Yes,No,4.1,1214,Brigade Road,Bar,Chinese Continental,2000.0
Red Onion,Yes,Yes,4.3,569,Shanti Nagar,Casual Dining,Biryani Chinese Indian Kebab North,1200.0
Qissa Khawani,Yes,No,4.3,327,Church Street,Casual Dining,Indian Mughlai North,800.0
Ging - Royal Orchid Central,Yes,Yes,4.4,232,MG Road,Bar Casual Dining,Asian,2000.0
Memories of China - Taj MG Road Bengaluru,No,Yes,4.3,454,MG Road,Dining Fine,Chinese Momos,3000.0
Fuel Resto Bar,No,No,4.2,38,Richmond Road,Bar,Finger Food Indian Mediterranean North,2000.0
Somilan Steak House,No,No,4.3,539,Church Street,Casual Dining,Asian Eastern Momos Naga North Steak,800.0
Ithaca - The Chancery Pavilion,No,Yes,3.9,312,Residency Road,Dining Fine,Continental European Indian Italian North,2000.0
The Lantern Restaurant & Bar - The Ritz-Carlton...,No,Yes,4.3,430,Residency Road,Bar Dining Fine,Chinese,3500.0
Foodhall,Yes,No,4.0,114,MG Road,Casual Dining,Bakery Fast Food Italian,1000.0
Tiger Trail - Ramada Hotel,Yes,Yes,4.0,190,Shivajinagar,Bar Casual Dining,Indian Lucknowi North,1300.0
Wolf'ish,Yes,No,4.1,481,Church Street,Cafe,American Burger Cafe Italian Pizza,700.0
Chung Wah,Yes,No,4.0,362,Residency Road,Casual Dining,Chinese Momos Thai Vietnamese,1000.0
Peace Restaurant,Yes,No,2.8,110,Shanti Nagar,Casual Dining,Chinese Indian North Tibetan,500.0
Utse Kitchen,Yes,No,4.2,175,Commercial Street,Casual Dining,Momos Nepalese Tibetan,800.0
Ice - Taj MG Road Bengaluru,No,Yes,4.1,611,MG Road,Club,Continental,2800.0
Blue Bar - The Taj West End,No,Yes,4.0,116,Race Course Road,Lounge,Continental,2500.0
Peppa Zzing,Yes,No,4.3,1135,Infantry Road,Cafe,Burger Cafe Fast Food,800.0
Kabab Korner,Yes,No,3.9,206,St. Marks Road,Casual Dining,Chinese Fast Food Indian North,500.0
i-Bar - The Park Bangalore,No,No,3.8,621,MG Road,Lounge,Chinese Indian Mediterranean North,3000.0
The Courtyard,No,Yes,3.9,300,Shanti Nagar,Cafe,Cafe Italian,750.0
Imperial Restaurant,Yes,No,3.9,366,Residency Road,Casual Dining,Chinese Indian Mughlai North Seafood,800.0
Cafe Imroze,Yes,No,3.6,96,Infantry Road,Cafe Casual Dining,Burger Cafe Fast Food Italian,650.0
Fort Kochi,No,Yes,4.1,338,MG Road,Bar Casual Dining,Kerala Seafood,1800.0
Ayda Persian Kitchen,Yes,No,3.9,227,Church Street,Casual Dining,Indian Iranian North,950.0
Shaken & Stirred,Yes,No,3.9,86,Race Course Road,Bar Casual Dining,Chinese Continental Indian North,1500.0
Lotus Pavilion - ITC Gardenia,No,Yes,4.2,178,Richmond Road,Dining Fine,Continental,3000.0
The Egg Factory,Yes,No,4.2,1770,St. Marks Road,Casual Dining,American Continental,750.0
Pizza Hut,Yes,No,3.9,388,Brigade Road,Casual Dining,Fast Food Pizza,750.0
Fusion Lounge,No,No,2.0,397,Brigade Road,Lounge,Finger Food,1500.0
Nossa Goa,Yes,Yes,4.1,300,Richmond Road,Casual Dining,Desserts Goan Konkan Seafood,1000.0
Chugg,No,Yes,3.9,747,Church Street,Pub,Asian Continental Finger Food Indian North,1500.0
The Good Grain,Yes,No,4.1,54,Residency Road,Casual Dining,Food Healthy Indian Indian North South,550.0
Happy Belly Bakes,Yes,No,4.1,118,MG Road,Bakery Cafe,Bakery Cafe,500.0
New Hilal Restaurant,Yes,No,4.0,111,Shivajinagar,Casual Dining,Chinese Indian Mughlai North,700.0
Trick Or Treat,No,No,4.2,620,Brigade Road,Cafe,Burger Cafe Continental Pizza Steak,500.0
Scottish Pub,No,No,3.9,190,St. Marks Road,Bar,Finger Food,600.0
Palmgrove,No,No,4.0,227,Residency Road,Casual Dining,Chinese Indian Indian Juices North South,700.0
OCEA HOTEL,Yes,No,3.7,280,Brigade Road,Casual Dining,Chinese Indian North Seafood,800.0
Taj Hotel,Yes,No,3.7,110,Shivajinagar,Casual Dining,Chinese Mughlai,700.0
Parika Multicuisine Restaurant,Yes,Yes,3.8,203,Richmond Road,Casual Dining,Chinese Indian Mughlai North,1200.0
WYT RestroPub,No,No,2.7,406,MG Road,Pub,Chinese Indian North,1000.0
MTR 1924,No,No,4.2,700,St. Marks Road,Bites Quick,Indian South,300.0
Thai House,Yes,No,4.3,129,Brigade Road,Casual Dining,Thai,700.0
The Oriental Spice - Ashraya Hotel,Yes,No,3.9,158,Infantry Road,Casual Dining,Chinese Indonesian Thai,1300.0
Shyvan Restaurant,Yes,No,3.6,83,Shanti Nagar,Casual Dining,Chinese Indian North,500.0
Pinxx - Royal Orchid Central,Yes,Yes,3.8,200,MG Road,Casual Dining,European Italian,1600.0
Swathi Deluxe Restaurant,Yes,No,2.9,75,Shanti Nagar,Casual Dining,Indian North,500.0
One Atria Cafe,No,Yes,3.8,110,Race Course Road,Casual Dining,Continental Indian Indian North South,1600.0
Monsoon - The Park Bangalore,No,Yes,4.1,274,MG Road,Dining Fine,Indian Italian North,3000.0
Alampur Bar And Restaurant,Yes,No,3.7,43,Race Course Road,Casual Dining,Chinese Indian Indian North South,900.0
Kamat Hotel,No,No,3.6,62,Shivajinagar,Casual Dining,Chinese Indian Indian North South,450.0
Cafe Treat - The Pride Hotel,Yes,No,4.1,118,Richmond Road,Casual Dining,Asian Continental Italian,1000.0
Woody's,No,No,2.5,433,Commercial Street,Casual Dining,Chinese Indian Indian North South,650.0
Little Chef,No,No,4.0,102,Richmond Road,Casual Dining,Chinese,550.0
Fatso's,Yes,No,3.8,75,Brigade Road,Cafe,American Burger Cafe Italian,650.0
Mint Masala,No,No,2.8,254,Infantry Road,Casual Dining,Chinese Indian North,1000.0
Downtown,No,No,3.7,297,Residency Road,Pub,Continental Indian North,1000.0
The Ritz-Carlton Bar - The Ritz-Carlton,No,No,4.0,93,Residency Road,Lounge,Finger Food,2000.0
The Chariot,Yes,No,2.9,50,Brigade Road,Bites Quick,Chinese Indian Indian North South,350.0
A2B - Adyar Ananda Bhavan,Yes,No,3.9,185,Shanti Nagar,Casual Dining,Chinese Fast Food Food Indian Indian North South Street,400.0
Tewari Bros Mithai Shoppie,Yes,No,3.8,59,Commercial Street,Shop Sweet,Fast Food Mithai,300.0
Aqua - The Park Bangalore,No,Yes,4.0,195,MG Road,Bar Lounge,Chinese Indian Mediterranean North,3000.0
Strikers Sports Bar and Music,No,Yes,3.8,73,Shanti Nagar,Bar,Chinese Continental Indian North,1200.0
Polo Club - The Oberoi,No,No,4.1,116,MG Road,Dining Fine,American European Indian North Tex-Mex,3000.0
Yak's Kitchen,No,No,4.0,165,Brigade Road,Bites Quick,Chinese Momos Tibetan,400.0
Tata Cha,Yes,No,3.8,68,Church Street,Beverage Cafe Shop,Cafe Indian North Tea,500.0
Saatvikk,No,No,2.8,132,Brigade Road,Casual Dining,Continental Indian Indian North South,650.0
Sidewalk Cafe - Nahar's Heritage Hotel,No,No,3.9,135,St. Marks Road,Casual Dining,Fast Food Italian,800.0
Szechwan Court - The Oberoi,No,No,4.1,171,MG Road,Dining Fine,Chinese,2500.0
Rahhams,Yes,No,2.6,310,Shanti Nagar,Casual Dining,Chinese Indian Mughlai North,700.0
Curry with a 'K' - St. Mark's Hotel,No,No,3.9,90,St. Marks Road,Casual Dining,Hyderabadi Indian Mughlai North,1400.0
Shaadi Ki Biryani,Yes,No,2.8,302,Commercial Street,Casual Dining,Biryani,500.0
Driven Cafe,Yes,No,3.4,122,Residency Road,Cafe,Beverages Cafe Fast Food,600.0
In Wok,Yes,No,3.6,118,Richmond Road,Casual Dining,Chinese,500.0
Soul Cafe,No,Yes,3.9,316,MG Road,Cafe,Cafe Continental Italian,800.0
Chaithanya Delicacy,No,No,3.7,53,Richmond Road,Casual Dining,Beverages Chinese Indian Indian North South,600.0
Beijing Bites,Yes,No,3.8,265,Richmond Road,Casual Dining,Chinese Thai,850.0
Pind Balluchi,Yes,Yes,4.0,1024,Brigade Road,Casual Dining,Indian Kebab Mughlai North,700.0
Wazir's,Yes,No,3.3,262,Shanti Nagar,Casual Dining,Chinese Indian North,500.0
Northern Gate- Gateway Hotel,No,Yes,4.0,102,Residency Road,Casual Dining,Indian North,1900.0
Canopy,No,No,3.0,108,MG Road,Casual Dining,Chinese Continental Indian North,800.0
Cafe @ Elanza,No,No,3.7,145,Richmond Road,Cafe Casual Dining,Cafe Chinese Indian North,1000.0
Tempura Restaurant,No,No,3.9,122,Brigade Road,Casual Dining,Chinese Japanese Momos Tibetan,500.0
Desi Deck,Yes,Yes,3.9,96,Brigade Road,Bar Casual Dining,Desserts Indian Mughlai North,1300.0
White Plate,No,Yes,4.2,260,MG Road,Bar Casual Dining,Continental Indian North Thai,1500.0
Chai Point,Yes,No,4.0,134,Residency Road,Beverage Bites Quick Shop,Beverages Fast Food,250.0
Aromas Of South,Yes,No,3.7,46,Race Course Road,Casual Dining,Indian South,1000.0
70 Brigade - Iris Hotel,No,Yes,3.9,105,Brigade Road,Casual Dining,Chinese Indian North Pizza,1000.0
Jaisalmer,No,No,3.7,57,St. Marks Road,Casual Dining,Chinese Indian North,700.0
Sunehri,No,No,3.8,67,Richmond Road,Casual Dining,Indian South,500.0
Ottimo - ITC Gardenia,No,Yes,4.3,165,Richmond Road,Dining Fine,Italian Salad,3000.0
Hotel Shangrila,No,No,3.7,125,Brigade Road,Casual Dining,Chinese Momos,600.0
Stir Fry,No,No,4.0,209,Residency Road,Casual Dining,Chinese Momos,500.0
Coco Grove Beer Cafe,No,No,3.8,151,Church Street,Casual Dining,Continental,800.0
Funjabi,No,No,3.5,140,Church Street,Casual Dining,Indian North,600.0
Baahubelly,No,No,3.7,68,Brigade Road,Casual Dining,Indian Indian North South,500.0
Nandhini Paradise,No,Yes,3.6,278,St. Marks Road,Bar Casual Dining,Andhra Chinese Indian North,800.0
Alibi - Maya International Hotel,No,No,1.8,225,Church Street,Casual Dining,Chinese Continental Indian North,1200.0
Hotel Green Tara,No,No,3.9,42,Brigade Road,Casual Dining,Chinese Momos Tibetan,500.0
Nagashree's,No,No,2.9,46,Shanti Nagar,Casual Dining,Fast Food Indian Indian North South,550.0
No 10 Fort Cochin,Yes,Yes,3.8,195,St. Marks Road,Casual Dining,Biryani Indian Kerala Seafood South,800.0
Unicorn Bar & Restaurant,No,No,3.9,119,Infantry Road,Bar Casual Dining,Chinese Indian North Seafood,800.0
Spice It,No,No,3.8,52,Richmond Road,Casual Dining,Continental Indian Italian North,1200.0
Petoo,No,No,3.7,32,Commercial Street,Casual Dining,Fast Food Food Indian North Street,800.0
Taste Of Kerala,No,No,2.3,48,Residency Road,Casual Dining,Kerala Seafood,600.0
RR Catering,No,No,3.4,10,MG Road,Bites Quick,Biryani Chinese Indian North,350.0
Vinny's,Yes,No,3.9,212,Brigade Road,Casual Dining,Continental Desserts Italian Pizza,800.0
The Coffee Bean & Tea Leaf,Yes,No,3.8,261,MG Road,Cafe,Cafe,700.0
C Sharp Kitchen,Yes,No,3.6,53,Church Street,Casual Dining,Chinese European Indian North,600.0
Italia - The Park Bangalore,No,No,3.7,82,MG Road,Dining Fine,Italian,2500.0
Bon Sante,No,No,3.6,104,Brigade Road,Cafe,Cafe Continental Italian,800.0
Kamat's Palate Korner,No,No,4.1,121,Richmond Road,Casual Dining,Chinese Indian North,600.0
Mamma Mexicana,Yes,Yes,2.2,409,MG Road,Casual Dining,Mexican,1000.0
Dunkin' Donuts,Yes,No,4.0,1084,Brigade Road,Bites Dessert Parlor Quick,Beverages Burger Cafe Desserts Fast Food,550.0
Siddiqu Kabab Center,No,No,4.4,178,Richmond Road,Bites Quick,Indian North Rolls,250.0
The Bundle Co.,Yes,No,4.4,227,MG Road,Bites Quick,Beverages Burger Continental Italian,700.0
Khazana Food Paradise,No,No,4.1,362,Richmond Road,Bites Quick,Biryani Indian North,400.0
Bhagatram Sweets,No,No,3.4,225,Commercial Street,Bites Quick,Food Mithai Street,300.0
Mandarin Box,No,No,3.9,84,Church Street,Bites Quick,Chinese,500.0
Indian Coffee House,No,No,4.0,1223,Church Street,Bites Quick,Indian South,200.0
99 Pancakes,Yes,No,4.1,45,Church Street,Dessert Parlor,Cream Desserts Ice,300.0
Siddappa Hotel,No,No,4.1,274,Richmond Road,Bites Quick,Indian South,150.0
Lakeview Milkbar,No,No,4.0,1460,MG Road,Cafe Dessert Parlor,Beverages Desserts Fast Food,450.0
eat.fit,Yes,Yes,4.1,106,Church Street,Bites Quick,Indian North,300.0
Leon Grill,Yes,No,4.3,288,St. Marks Road,Bites Quick,Burger Fast Food,500.0
Kentacky Chicken Corner,No,No,4.0,106,Richmond Road,Bites Quick,Andhra Indian South,300.0
Northern Route,Yes,No,4.1,161,St. Marks Road,Bites Quick,Food Indian North Street,300.0
Juice Junction,Yes,No,4.0,101,St. Marks Road,Bites Quick,Fast Food Juices,150.0
Nisarga Garden,No,No,4.0,90,Infantry Road,Bites Quick,Chinese Food Indian Juices South Street,300.0
KFC,Yes,No,3.8,199,Brigade Road,Bites Quick,Burger Fast Food,450.0
Stars 'N' Stripes,No,No,2.7,77,MG Road,Bites Quick,Chinese Fast Food Indian North,500.0
Sri Saravana Bhavan,No,No,3.9,77,Commercial Street,Bites Quick,Indian South,150.0
Koshy's,No,No,3.6,53,Richmond Road,Bakery Bites Quick,Bakery Fast Food,300.0
Burger King,Yes,No,3.9,653,Commercial Street,Bites Quick,Beverages Burger Fast Food,600.0
Hotel Fanoos,Yes,No,4.0,789,Richmond Road,Bites Quick,Arabian Biryani Kebab Rolls,400.0
Desi Vdesi,Yes,No,3.9,113,Shanti Nagar,Bites Quick,Fast Food Indian North Rolls,250.0
Haji Ali Juice Centre,Yes,No,4.1,79,Commercial Street,Beverage Bites Quick Shop,Beverages Fast Food Juices Pizza Rolls,350.0
Domino's Pizza,Yes,No,3.8,122,MG Road,Bites Quick,Fast Food Pizza,400.0
Sri Udupi Park,Yes,No,3.8,106,Residency Road,Bites Quick,Chinese Indian South,200.0
KKR FOODIES,Yes,Yes,3.2,60,St. Marks Road,Bites Quick,Fast Food Indian North,400.0
Munchies,Yes,No,3.9,65,Brigade Road,Bakery Bites Quick,Bakery Fast Food,250.0
Vishnu Sagar,No,No,3.0,33,Commercial Street,Bites Quick,Chinese Indian Indian North South,400.0
McDonald's,No,No,2.8,93,Commercial Street,Bites Quick,Burger Fast Food,500.0
Taste Of Tibet,No,No,4.1,341,Brigade Road,Bites Quick,Chinese Momos Tibetan,300.0
SGS Non Veg - Gundu Pulav,Yes,No,3.9,56,St. Marks Road,Bites Quick,Biryani Fast Food,400.0
Masala Oota,Yes,No,3.6,79,Residency Road,Bites Quick,Biryani Indian South,500.0
Mel's Korner,No,No,3.7,95,Church Street,Bites Quick,Fast Food,500.0
WOW! Momo,Yes,No,3.6,124,Brigade Road,Bites Court Food Quick,Momos Tibetan,400.0
Hotel Ajantha,No,No,3.9,76,MG Road,Bites Quick,Indian South,200.0
Donne Biriyani Mane,Yes,No,3.4,63,Church Street,Bites Quick,Biryani Kebab,400.0
Kaati Zone,Yes,No,3.0,165,Church Street,Bites Quick,Biryani Fast Food Rolls,350.0
Foody's,Yes,No,3.8,169,Shanti Nagar,Bites Quick,Indian Indian North South,250.0
Firewood Biryani,Yes,No,3.9,456,Residency Road,Bites Quick,Biryani Kebab Rolls,400.0
Faasos,Yes,No,3.9,252,Residency Road,Bites Quick,Biryani Fast Food Indian North,500.0
